# Mapping of OMA species codes to NCBI taxon IDs and scientific names.
# Note: OMA species codes are whenever possible identical to UniProt codes.
# Format: OMA code<tab>OMA Taxon ID<tab>NCBI Taxon ID<tab>GTDB genome accession<tab>Scientific name<tab>Genome source<tab>Version/Release
MOLML	94237	94237	n/a	Mola mola	Ensembl	Ensembl Vertebrates 46; ASM169857v1
MONBE	81824	81824	n/a	Monosiga brevicollis	JGI	v1.0
MONDO	13616	13616	n/a	Monodelphis domestica	Ensembl	Ensembl 106; ASM229v1; GCA_000002295.1
MONPE	554373	554373	n/a	Moniliophthora perniciosa (strain FA553 / isolate CP02)	EnsemblGenomes	Ensembl Fungi 42; ASM18302v1
MOOTA	-621349639	264732	RS_GCF_000013105.1	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	EBI	24-FEB-2006 (Rel. 86, Last updated, Version 2)
MORCB	-1370516480	1236608	RS_GCF_000092265.1	Moraxella catarrhalis (strain BBH18)	EnsemblGenomes	Ensembl Bacteria 45; ASM9226v1; GCA_000092265.1
MORCR	-1563185971	749219	RS_GCF_000302495.1	Moraxella catarrhalis (strain RH4)	EBI	30-SEP-2012 (Rel. 114, Last updated, Version 4)
MOREP	-2030515949	903503	RS_GCF_000219175.1	Moranella endobia (strain PCIT)	EBI	31-AUG-2011 (Rel. 109, Last updated, Version 2)
MORNO	-65284948	478	RS_GCF_001679005.1	Moraxella nonliquefaciens	EnsemblGenomes	Ensembl Bacteria 37; ASM167915v1
MOUSE	10090	10090	n/a	Mus musculus	Ensembl	Ensembl 104; GRCm39
MUCC1	1220926	1220926	n/a	Mucor circinelloides f. circinelloides (strain 1006PhL)	EnsemblGenomes	Ensembl Fungi 56; Muco_sp_1006Ph_V1; GCA_000401635.1
MUCCI	36080	36080	n/a	Mucor circinelloides	JGI	Mucci2; 28-Dec-2009
MURRD	-1392825943	886377	RS_GCF_000224085.1	Muricauda ruestringensis (strain DSM 13258 / CIP 107369 / LMG 19739 / B1)	EBI	22-AUG-2011 (Rel. 109, Last updated, Version 1)
MUSAM	214687	214687	n/a	Musa acuminata subsp. malaccensis	EnsemblGenomes	Ensembl Plants 53; Musa_acuminata_v2; GCA_904845865.1
MUSP7	-1119465051	579405	RS_GCF_000023545.1	Musicola paradisiaca (strain Ech703)	Genome Reviews	09-FEB-2010 (Rel. 117, Last updated, Version 8)
MUSPF	9669	9669	n/a	Mustela putorius furo	Ensembl	Ensembl 69; MusPutFur1.0; 4-OCT-2012
MYCA0	-1412674982	572418	RS_GCF_000253355.1	Mycobacterium africanum (strain GM041182)	EBI	03-APR-2015 (Rel. 124, Last updated, Version 4)
MYCA1	-1359862824	243243	RS_GCF_000014985.1	Mycobacterium avium (strain 104)	EBI	13-DEC-2006 (Rel. 90, Last updated, Version 2)
MYCA5	-377013262	243272	RS_GCF_000020065.1	Mycoplasma arthritidis (strain 158L3-1)	Genome Reviews	23-SEP-2008 (Rel. 96, Last updated, Version 1)
MYCA9	-2109872708	561007	GB_GCA_000069185.1	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543)	Genome Reviews	25-NOV-2008 (Rel. 99, Last updated, Version 2)
MYCAP	-372533154	347257	RS_GCF_000063605.1	Mycoplasmopsis agalactiae (strain NCTC 10123 / CIP 59.7 / PG2)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 2)
MYCAS	-450698834	1790	RS_GCF_001668675.1	Mycobacterium asiaticum	EnsemblGenomes	Ensembl Bacteria 36; ASM167331v1
MYCBG	-496615375	289397	RS_GCF_000183385.1	Mycoplasmopsis bovis (strain ATCC 25523 / DSM 22781 / NCTC 10131 / PG45)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 2)
MYCBH	-1692156747	956483	RS_GCF_000219375.1	Mycoplasmopsis bovis (strain Hubei-1)	EBI	28-JUN-2011 (Rel. 109, Last updated, Version 1)
MYCBO	-1028471971	233413	RS_GCF_000195835.3	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	EBI	23-OCT-2008 (Rel. 97, Last updated, Version 6)
MYCBP	-1386122321	410289	RS_GCF_000009445.1	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	Genome Reviews	17-APR-2007 (Rel. 72, Last updated, Version 3)
MYCBT	-1071051520	561275	RS_GCF_001580385.1	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	Genome Reviews	10-AUG-2010 (Rel. 124, Last updated, Version 17)
MYCC1	-1782588960	1246955	RS_GCF_000328725.1	Mycoplasmopsis cynos (strain C142)	EBI	27-FEB-2015 (Rel. 123, Last updated, Version 2)
MYCCH	-1960130080	1774	RS_GCF_014204435.1	Mycobacteroides chelonae	EnsemblGenomes	Ensembl Bacteria 41; ASM97180v1
MYCCM	-489696298	512564	RS_GCF_000025845.1	Mycoplasma crocodyli (strain ATCC 51981 / MP145)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 7)
MYCCN	-1820845839	710421	RS_GCF_000266905.1	Mycobacterium chubuense (strain NBB4)	EBI	23-JUL-2013 (Rel. 117, Last updated, Version 2)
MYCCP	-77422956	1048245	RS_GCF_000253375.1	Mycobacterium canettii (strain CIPT 140010059)	EBI	13-MAR-2012 (Rel. 112, Last updated, Version 3)
MYCCR	-1702563037	228230	RS_GCF_002101555.1	Mycoplasma conjunctivae (strain ATCC 25834 / HRC/581 / NCTC 10147)	Genome Reviews	24-NOV-2009 (Rel. 114, Last updated, Version 5)
MYCCT	-378068004	340047	RS_GCF_000012765.1	Mycoplasma capricolum subsp. capricolum (strain California kid / ATCC 27343 / NCTC 10154)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 5)
MYCCU	-1336526407	1800	RS_GCF_001044255.1	Mycolicibacterium chubuense	EnsemblGenomes	Ensembl Bacteria 46; ASM104425v1
MYCFJ	-1663593044	637387	RS_GCF_000148625.1	Mycoplasmopsis fermentans (strain JER)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
MYCFM	-1767560587	943945	RS_GCF_000186005.1	Mycoplasmopsis fermentans (strain M64)	EBI	03-JUL-2011 (Rel. 109, Last updated, Version 2)
MYCFP	-1091071383	496833	RS_GCF_000209735.1	Mycoplasmopsis fermentans (strain ATCC 19989 / NBRC 14854 / NCTC 10117 / PG18)	EBI	03-JUN-2009 (Rel. 101, Last updated, Version 1)
MYCGA	-619307781	710127	RS_GCF_000092585.1	Mycoplasma gallisepticum (strain R(low / passage 15 / clone 2))	Genome Reviews	11-SEP-2007 (Rel. 80, Last updated, Version 81)
MYCGE	-1583061476	243273	RS_GCF_000027325.1	Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)	Genome Reviews	11-SEP-2007 (Rel. 80, Last updated, Version 82)
MYCGF	-216285651	708616	RS_GCF_000025385.1	Mycoplasma gallisepticum (strain F)	EBI	22-MAR-2010 (Rel. 104, Last updated, Version 2)
MYCGH	-1217090611	710128	RS_GCF_000025365.1	Mycoplasma gallisepticum (strain R(high / passage 156))	Genome Reviews	15-JUN-2010 (Rel. 122, Last updated, Version 3)
MYCGI	-2040258899	350054	RS_GCF_000016365.1	Mycolicibacterium gilvum (strain PYR-GCK)	EBI	01-NOV-2007 (Rel. 93, Last updated, Version 2)
MYCGO	-466976845	1778	RS_GCF_001417955.2	Mycobacterium gordonae	EnsemblGenomes	Ensembl Bacteria 41; ASM141795v2
MYCH1	-1498735718	907287	RS_GCF_000183185.1	Mycoplasma hyopneumoniae (strain 168)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
MYCH2	-314487010	295358	RS_GCF_000008405.1	Mycoplasma hyopneumoniae (strain 232)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 7)
MYCH7	-554557122	262722	RS_GCF_000008225.1	Mycoplasma hyopneumoniae (strain 7448)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 6)
MYCHA	-415554355	1212765	RS_GCF_000281235.1	Mycoplasma haemolamae (strain Purdue)	EnsemblGenomes	Ensembl Bacteria 41; ASM28123v1
MYCHD	-1600464535	1122247	RS_GCF_900603025.1	Mycolicibacterium hassiacum (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849)	EnsemblGenomes	Ensembl Bacteria 41; ASM30037v1
MYCHH	-869768929	872331	RS_GCF_000145705.1	Mycoplasma hyorhinis (strain HUB-1)	EBI	14-DEC-2011 (Rel. 111, Last updated, Version 5)
MYCHI	-2071660335	859194	GB_GCA_000186985.3	Mycoplasma haemofelis (strain Ohio2)	EBI	08-NOV-2011 (Rel. 110, Last updated, Version 2)
MYCHJ	-182011524	262719	RS_GCF_000008205.1	Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 6)
MYCHL	-1973551525	941640	RS_GCF_000200735.1	Mycoplasma haemofelis (strain Langford 1)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 1)
MYCHM	-1485853383	936139	RS_GCF_000211295.1	Mycoplasma hyorhinis (strain MCLD)	EBI	17-AUG-2011 (Rel. 109, Last updated, Version 2)
MYCHN	-1475004731	1111676	RS_GCF_000238995.1	Mycoplasma haemocanis (strain Illinois)	EBI	19-JUN-2012 (Rel. 113, Last updated, Version 3)
MYCHP	-1363072492	347256	RS_GCF_000085865.1	Mycoplasma hominis (strain ATCC 23114 / NBRC 14850 / NCTC 10111 / PG21)	Genome Reviews	15-JUN-2010 (Rel. 122, Last updated, Version 6)
MYCIA	-1158948196	487521	RS_GCF_000277125.1	Mycobacterium intracellulare (strain ATCC 13950 / DSM 43223 / JCM 6384 / NCTC 13025 / 3600)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
MYCKA	-23755405	1768	RS_GCF_900565995.1	Mycobacterium kansasii	EnsemblGenomes	Ensembl Bacteria 41; Mkan_typeIV_1.0
MYCL9	-440123230	866629	RS_GCF_000253095.1	Mycoplasma leachii (strain 99/014/6)	EBI	04-JUL-2011 (Rel. 109, Last updated, Version 1)
MYCLB	-1935418556	561304	GB_GCA_000026685.1	Mycobacterium leprae (strain Br4923)	Genome Reviews	12-MAY-2009 (Rel. 106, Last updated, Version 2)
MYCLE	-1638055421	272631	RS_GCF_000195855.1	Mycobacterium leprae (strain TN)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 117)
MYCLG	-1171687184	880447	RS_GCF_000183365.1	Mycoplasma leachii (strain DSM 21131 / NCTC 10133 / N29 / PG50)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 2)
MYCMG	-758138463	865867	RS_GCF_000143865.1	Mycoplasma mycoides subsp. mycoides SC (strain Gladysdale)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 7)
MYCMM	-977859285	216594	RS_GCF_000018345.1	Mycobacterium marinum (strain ATCC BAA-535 / M)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 1)
MYCMO	-1386194615	267748	RS_GCF_000008365.1	Mycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 108)
MYCMS	-698255441	272632	GB_GCA_000011445.1	Mycoplasma mycoides subsp. mycoides SC (strain PG1)	Genome Reviews	11-SEP-2007 (Rel. 80, Last updated, Version 74)
MYCPA	-1374352180	262316	RS_GCF_000007865.1	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 119)
MYCPB	-7407403	722438	RS_GCF_001272835.1	Mycoplasma pneumoniae (strain ATCC 15531 / DSM 22911 / NBRC 14401 / NCTC 10119 / FH)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
MYCPE	-618233113	272633	RS_GCF_000011225.1	Mycoplasma penetrans (strain HF-2)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 118)
MYCPK	-1502785957	743965	RS_GCF_000224105.1	Mycoplasma putrefaciens (strain ATCC 15718 / NCTC 10155 / C30 KS-1 / KS-1)	EBI	31-OCT-2013 (Rel. 118, Last updated, Version 4)
MYCPN	-667820857	272634	RS_GCF_910574535.1	Mycoplasma pneumoniae (strain ATCC 29342 / M129)	Genome Reviews	01-SEP-2009 (Rel. 110, Last updated, Version 111)
MYCPU	-769593063	272635	RS_GCF_000195875.1	Mycoplasmopsis pulmonis (strain UAB CTIP)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 118)
MYCRK	-416773760	882378	RS_GCF_000198775.1	Mycetohabitans rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454)	EBI	27-FEB-2015 (Rel. 123, Last updated, Version 3)
MYCRN	-1202558799	710685	RS_GCF_000230895.2	Mycolicibacterium rhodesiae (strain NBB3)	EBI	23-JUL-2013 (Rel. 117, Last updated, Version 2)
MYCS2	-1327535796	246196	RS_GCF_000015005.1	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155)	Genome Reviews	17-APR-2007 (Rel. 72, Last updated, Version 3)
MYCS3	-2057700424	708248	RS_GCF_000203215.1	Mycoplasma suis (strain KI_3806)	EBI	07-FEB-2012 (Rel. 111, Last updated, Version 4)
MYCS5	-437051914	262723	RS_GCF_000008245.1	Mycoplasmopsis synoviae (strain 53)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 7)
MYCSD	-617741932	875328	RS_GCF_001667375.1	Mycolicibacter sinensis (strain JDM601)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
MYCSH	-1692226570	29313	GB_GCA_002101905.1	Mycobacterium shimoidei	EnsemblGenomes	Ensembl Bacteria 41; ASM172244v1
MYCSJ	-263178922	164757	GB_GCA_000016005.1	Mycobacterium sp. (strain JLS)	EBI	28-FEB-2007 (Rel. 90, Last updated, Version 1)
MYCSK	-1716258838	189918	RS_GCF_000015405.1	Mycobacterium sp. (strain KMS)	EBI	22-DEC-2006 (Rel. 90, Last updated, Version 1)
MYCSL	-2001659479	768700	RS_GCF_000179035.2	Mycoplasma suis (strain Illinois)	EBI	17-APR-2011 (Rel. 108, Last updated, Version 2)
MYCSR	-323369445	278137	RS_GCF_000184435.1	Mycolicibacterium gilvum (strain DSM 45189 / LMG 24558 / Spyr1)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 1)
MYCSS	-687578847	164756	GB_GCA_000014165.1	Mycobacterium sp. (strain MCS)	Genome Reviews	14-NOV-2006 (Rel. 62, Last updated, Version 2)
MYCT3	-2110465079	1078020	RS_GCF_000234585.1	Mycolicibacterium thermoresistibile (strain ATCC 19527 / DSM 44167 / CIP 105390 / JCM 6362 / NCTC 10409 / 316)	EnsemblGenomes	Ensembl Bacteria 41; ASM23458v1
MYCTA	-388335855	419947	GB_GCA_000169515.1	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	Genome Reviews	11-SEP-2007 (Rel. 80, Last updated, Version 2)
MYCTC	-1559673309	443149	RS_GCF_000400615.1	Mycobacterium tuberculosis (strain CCDC5079)	EBI	22-SEP-2011 (Rel. 110, Last updated, Version 2)
MYCTD	-1361147930	443150	RS_GCF_000572195.1	Mycobacterium tuberculosis (strain CCDC5180)	EBI	22-SEP-2011 (Rel. 110, Last updated, Version 2)
MYCTF	-792719042	336982	RS_GCF_000016925.1	Mycobacterium tuberculosis (strain F11)	EBI	22-DEC-2006 (Rel. 90, Last updated, Version 2)
MYCTK	-188505648	478434	RS_GCF_000023625.1	Mycobacterium tuberculosis (strain KZN 1435 / MDR)	Genome Reviews	05-OCT-2010 (Rel. 125, Last updated, Version 12)
MYCTT	573729	573729	n/a	Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799)	EnsemblGenomes	Ensembl Fungi 52; ASM22609v1
MYCTU	-1297609854	83332	RS_GCF_000195955.2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	Genome Reviews	24-NOV-2009 (Rel. 114, Last updated, Version 113)
MYCUA	-275363131	362242	RS_GCF_000013925.1	Mycobacterium ulcerans (strain Agy99)	EBI	05-FEB-2007 (Rel. 90, Last updated, Version 2)
MYCVP	-744321554	350058	RS_GCF_000015305.1	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1)	EBI	28-DEC-2006 (Rel. 90, Last updated, Version 1)
MYCWM	-1036276249	1197325	RS_GCF_000277795.1	Mycoplasma wenyonii (strain Massachusetts)	EnsemblGenomes	Ensembl Bacteria 37; ASM27779v1
MYOLU	59463	59463	n/a	Myotis lucifugus	Ensembl	Ensembl 80; Myoluc2.0; 15-MAY-2015
MYXFH	-586978190	35	RS_GCF_000219105.1	Myxococcus fulvus (strain ATCC BAA-855 / HW-1)	EBI	07-SEP-2011 (Rel. 110, Last updated, Version 2)
MYXSD	-1543923942	1278073	RS_GCF_000331735.1	Myxococcus stipitatus (strain DSM 14675 / JCM 12634 / Mx s8)	EBI	18-JAN-2015 (Rel. 123, Last updated, Version 4)
MYXXD	-1192110541	246197	RS_GCF_000012685.1	Myxococcus xanthus (strain DK1622)	EBI	08-JUN-2006 (Rel. 88, Last updated, Version 1)
NAEGR	744533	744533	n/a	Naegleria gruberi strain NEG-M	JGI	Naegr1; 2-Mar-2010
NAKMY	-1994672209	479431	RS_GCF_000024365.1	Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104)	Genome Reviews	10-AUG-2010 (Rel. 124, Last updated, Version 11)
NANEQ	-1436219103	228908	GB_GCA_000008085.1	Nanoarchaeum equitans (strain Kin4-M)	Genome Reviews	01-SEP-2009 (Rel. 110, Last updated, Version 108)
NANGA	1026970	1026970	n/a	Nannospalax galili	Ensembl	Ensembl 90; S.galili_v1.0
NANGC	1093141	1093141	n/a	Nannochloropsis gaditana (strain CCMP526)	EnsemblGenomes	Ensembl Protists 32; ASM24072v1; 3-AUG-2016
NANS0	-1261846768	889948	GB_GCA_000220375.1	Nanosalina sp. (strain J07AB43)	NCBI	GL982576.1  GI:339757416
NANSJ	-1671468633	889962	GB_GCA_000220355.1	Nanosalinarum sp. (strain J07AB56)	NCBI	GL982569.1  GI:339756006
NANST	-40180836	1294122	GB_GCA_003086415.1	Nanobsidianus stetteri	Ensembl	Ensembl Bacteria 44; Nst1
NASVI	7425	7425	n/a	Nasonia vitripennis	EnsemblGenomes	Ensembl Metazoa 27; GCA_000002325.2; 2-JUN-2015
NATA1	-1707592583	29540	RS_GCF_000337555.1	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1)	EnsemblGenomes	Ensembl Bacteria 36; ASM33755v1
NATGS	-606126856	797304	RS_GCF_000230715.2	Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2)	EBI	18-JUL-2013 (Rel. 117, Last updated, Version 2)
NATM8	-1108410004	268739	RS_GCF_000591055.1	Natronomonas moolapensis (strain DSM 18674 / CECT 7526 / JCM 14361 / 8.8.11)	EBI	27-FEB-2014 (Rel. 119, Last updated, Version 4)
NATMM	-811663737	547559	RS_GCF_000025625.1	Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3)	Genome Reviews	13-JUL-2010 (Rel. 123, Last updated, Version 2)
NATP1	-1191940596	797303	RS_GCF_000230735.2	Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157)	EBI	23-JUL-2013 (Rel. 117, Last updated, Version 2)
NATPD	-2114897894	348780	RS_GCF_000026045.1	Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara)	EBI	07-MAR-2014 (Rel. 120, Last updated, Version 14)
NATSJ	-1266133279	406552	RS_GCF_000281695.1	Natrinema sp. (strain J7-2)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
NATTJ	-1932033223	457570	RS_GCF_000020005.1	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 2)
NAUCC	1064592	1064592	n/a	Naumovozyma castellii (strain ATCC 76901 / BCRC 22586 / CBS 4309 / NBRC 1992 / NRRL Y-12630)	EnsemblGenomes	Ensembl Fungi 48; ASM23734v1
NAUDC	1071378	1071378	n/a	Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639)	EnsemblGenomes	Ensembl Fungi 48; ASM22711v2
NAUPA	-919286974	598659	RS_GCF_000021725.1	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	Genome Reviews	12-MAY-2009 (Rel. 106, Last updated, Version 1)
NECAM	51031	51031	n/a	Necator americanus	EBI	WormbaseParasite; N__americanus_v1; GCF_000507365.1
NECHA	140110	140110	n/a	Nectria haematococca	JGI	JGI; Necha2; 07-MAR-2012
NEIG1	-1512425645	242231	RS_GCF_000006845.1	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	EBI	03-FEB-2014 (Rel. 119, Last updated, Version 4)
NEIG2	-1876396389	521006	RS_GCF_000020105.1	Neisseria gonorrhoeae (strain NCCP11945)	Genome Reviews	14-OCT-2008 (Rel. 97, Last updated, Version 1)
NEIM0	-299104398	374833	RS_GCF_000014105.1	Neisseria meningitidis serogroup C (strain 053442)	EBI	05-DEC-2007 (Rel. 94, Last updated, Version 1)
NEIM7	-1568007019	630588	RS_GCF_000152165.1	Neisseria meningitidis serogroup B (strain alpha710)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
NEIM8	-986384871	604162	RS_GCF_000026965.1	Neisseria meningitidis serogroup C (strain 8013)	Genome Reviews	08-MAR-2011 (Rel. 129, Last updated, Version 15)
NEIMA	-1197784621	122587	RS_GCF_000009105.1	Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491)	Genome Reviews	17-APR-2007 (Rel. 72, Last updated, Version 74)
NEIMB	-1718973677	122586	RS_GCF_000008805.1	Neisseria meningitidis serogroup B (strain MC58)	Genome Reviews	01-SEP-2009 (Rel. 110, Last updated, Version 111)
NEIMF	-431475956	272831	RS_GCF_000009465.1	Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18)	Genome Reviews	17-APR-2007 (Rel. 72, Last updated, Version 3)
NEIMG	-332349893	935599	RS_GCF_000191425.1	Neisseria meningitidis serogroup B (strain G2136)	EBI	08-MAR-2011 (Rel. 108, Last updated, Version 2)
NEIMH	-670872181	909420	RS_GCF_000185025.1	Neisseria meningitidis serogroup B / serotype 15 (strain H44/76)	EBI	08-MAR-2011 (Rel. 108, Last updated, Version 2)
NEIML	-293664307	662598	RS_GCF_000083565.1	Neisseria meningitidis (strain alpha14)	Genome Reviews	10-AUG-2010 (Rel. 124, Last updated, Version 12)
NEIMM	-1979581	935591	RS_GCF_000191465.1	Neisseria meningitidis serogroup B (strain M01-240149)	EBI	08-MAR-2011 (Rel. 108, Last updated, Version 2)
NEIMN	-1566813130	935589	RS_GCF_000191525.1	Neisseria meningitidis serogroup B (strain NZ-05/33)	EBI	08-MAR-2011 (Rel. 108, Last updated, Version 2)
NEIMO	-1331997648	935593	RS_GCF_000191505.1	Neisseria meningitidis serogroup B (strain M04-240196)	EBI	08-MAR-2011 (Rel. 108, Last updated, Version 2)
NEIMP	-580363520	935588	RS_GCF_000191485.1	Neisseria meningitidis serogroup B (strain M01-240355)	EBI	16-MAY-2014 (Rel. 120, Last updated, Version 6)
NEIMW	-1005064889	942513	RS_GCF_000253215.1	Neisseria meningitidis serogroup A (strain WUE 2594)	EBI	27-FEB-2015 (Rel. 123, Last updated, Version 4)
NEMP3	935791	935791	n/a	Nematocida parisii (strain ERTm3)	EnsemblGenomes	Ensembl Fungi 53; Nema_parisii_ERTm3_V1
NEMS1	944018	944018	n/a	Nematocida sp. 1 (strain ERTm2 / ATCC PRA-371)	EnsemblGenomes	Ensembl Fungi 53; Nema_parisii_ERTm2_V1
NEMVE	45351	45351	n/a	Nematostella vectensis	JGI	Nemve1
NEOBR	32507	32507	n/a	Neolamprologus brichardi	Ensembl	Ensembl 97; NeoBri1.0; GCA_000239395.1
NEOFI	331117	331117	n/a	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)	JGI	JGI; Neofi1; 15-AUG-2012
NEOID	1198029	1198029	n/a	Neolecta irregularis (strain DAH-3)	EnsemblGenomes	Ensembl Fungi 56; NeoIirr1.0; GCA_001929475.1
NEORI	-1131309038	434131	RS_GCF_000022525.1	Neorickettsia risticii (strain Illinois)	Genome Reviews	24-NOV-2009 (Rel. 114, Last updated, Version 3)
NEOSM	-1159035606	222891	RS_GCF_000013165.1	Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama)	EBI	03-FEB-2014 (Rel. 119, Last updated, Version 4)
NEPCE	-1970704309	207954	RS_GCF_000153345.1	Neptuniibacter caesariensis	EBI	03-MAY-2006 (Rel. 87, Last updated, Version 1)
NEUCR	367110	367110	n/a	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	EnsemblGenomes	Ensembl Fungi 4; EF 1; 17-FEB-2010
NEUT9	510952	510952	n/a	Neurospora tetrasperma (strain FGSC 2509 / P0656)	JGI	JGI; Neute_matA2; 07-MAR-2012
NIACI	-884585874	1397	RS_GCF_007273535.1	Niallia circulans	EnsemblGenomes	Ensembl Bacteria 45; RIT379_V1; GCA_001029855.1
NIADE	-484787391	1285928	RS_GCF_900101395.1	Niabella drilacis (strain DSM 25811 / CCM 8410 / LMG 26954 / E90)	EnsemblGenomes	Ensembl Bacteria 51; IMG-taxon_2619619035_annotated_assembly
NIAKG	-1609264738	700598	RS_GCF_000246855.1	Niastella koreensis (strain DSM 17620 / KACC 11465 / NBRC 106392 / GR20-10)	EBI	15-DEC-2011 (Rel. 111, Last updated, Version 1)
NICAT	49451	49451	n/a	Nicotiana attenuata	EnsemblGenomes	Ensembl Plants 38; NIATTr2
NIPBR	27835	27835	n/a	Nippostrongylus brasiliensis	EBI	WormbaseParasite; N_brasiliensis_RM07_v1_5_4_0011_upd; GCA_900618405.1
NITEC	-317570903	335283	RS_GCF_000014765.1	Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57)	EBI	15-DEC-2006 (Rel. 90, Last updated, Version 2)
NITEU	-1378600291	228410	RS_GCF_000009145.1	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 118)
NITG3	-969946478	1266370	RS_GCF_000341545.2	Nitrospina gracilis (strain 3/211)	EnsemblGenomes	Ensembl Bacteria 41; ASM34154v2
NITGG	-1864011433	1237085	RS_GCF_000303155.1	Nitrososphaera gargensis (strain Ga9.2)	EBI	07-OCT-2012 (Rel. 114, Last updated, Version 1)
NITHN	-2035383531	472759	RS_GCF_000024725.1	Nitrosococcus halophilus (strain Nc4)	EBI	30-JUN-2010 (Rel. 105, Last updated, Version 2)
NITHX	-1354282624	323097	RS_GCF_000013885.1	Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14)	EBI	14-APR-2006 (Rel. 87, Last updated, Version 1)
