GO_term_def,Gene_name,Association_score,Disease_association,Full_name
cytoplasm,NDUFAF2,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 2"
cytoplasm,NDUFAF2,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 2"
cytoplasm,NDUFAF3,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 3"
cytoplasm,NDUFAF3,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 3"
cytoplasm,NDUFAF4,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 4"
cytoplasm,NDUFAF4,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase complex assembly factor 4"
cytoplasm,NDUFB1,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B1"
cytoplasm,NDUFB1,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B1"
cytoplasm,NDUFB10,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B10"
cytoplasm,NDUFB10,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B10"
cytoplasm,NDUFB11,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B11"
cytoplasm,NDUFB11,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B11"
cytoplasm,NDUFB2,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B2"
cytoplasm,NDUFB2,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B2"
cytoplasm,NDUFB3,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B3"
cytoplasm,NDUFB3,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B3"
cytoplasm,NDUFB4,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B4"
cytoplasm,NDUFB4,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B4"
cytoplasm,NDUFB5,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B5"
cytoplasm,NDUFB5,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B5"
cytoplasm,NDUFB6,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B6"
cytoplasm,NDUFB6,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B6"
cytoplasm,NDUFB7,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B7"
cytoplasm,NDUFB7,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B7"
cytoplasm,NDUFB8,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B8"
cytoplasm,NDUFB8,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B8"
cytoplasm,NDUFB9,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B9"
cytoplasm,NDUFB9,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit B9"
cytoplasm,NDUFC1,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit C1"
cytoplasm,NDUFC1,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit C1"
cytoplasm,NDUFC2,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit C2"
cytoplasm,NDUFC2,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit C2"
cytoplasm,NDUFS1,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S1"
cytoplasm,NDUFS1,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S1"
cytoplasm,NDUFS2,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S2"
cytoplasm,NDUFS2,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S2"
cytoplasm,NDUFS3,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S3"
cytoplasm,NDUFS3,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S3"
cytoplasm,NDUFS4,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S4"
cytoplasm,NDUFS4,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S4"
cytoplasm,NDUFS5,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S5"
cytoplasm,NDUFS5,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S5"
cytoplasm,NDUFS6,0.13674454623333968,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S6"
cytoplasm,NDUFS6,0.14136429441689843,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit S6"
cytoplasm,NDUFS7,0.13674454623333968,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S7"
cytoplasm,NDUFS7,0.14136429441689843,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S7"
cytoplasm,NDUFS8,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S8"
cytoplasm,NDUFS8,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit S8"
cytoplasm,NDUFV1,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit V1"
cytoplasm,NDUFV1,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit V1"
cytoplasm,NDUFV2,0.07428555079162506,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit V2"
cytoplasm,NDUFV2,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase core subunit V2"
cytoplasm,NDUFV3,0.07391597093694036,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit V3"
cytoplasm,NDUFV3,0.09239496367117545,Intellectual disability,"NADH:ubiquinone oxidoreductase subunit V3"
cytoplasm,NEB,0.6091236947063606,Arthrogryposis syndrome,nebulin
cytoplasm,NECAP1,0.11087395640541052,Intellectual disability,NECAP endocytosis associated 1
cytoplasm,NECAP1,0.11087395640541052,Intellectual disability,NECAP endocytosis associated 1
cytoplasm,NEDD4L,0.2964851723137274,Intellectual disability,NEDD4 like E3 ubiquitin protein ligase
cytoplasm,NEDD4L,0.2964851723137274,Intellectual disability,NEDD4 like E3 ubiquitin protein ligase
cytoplasm,NEIL2,0.04303757407803352,Intellectual disability,nei like DNA glycosylase 2
cytoplasm,NEK1,0.03088209265745368,Intellectual disability,NIMA related kinase 1
cytoplasm,NEK2,0.0591327767495523,Arthrogryposis syndrome,NIMA related kinase 2
cytoplasm,NEK9,0.48040248055473944,Arthrogryposis syndrome,NIMA related kinase 9
cytoplasm,NEUROD1,0.0413929437246866,Intellectual disability,neuronal differentiation 1
cytoplasm,NF1,0.4272582545675809,Intellectual disability,neurofibromin 1
cytoplasm,NF1,0.42501683288740705,Intellectual disability,neurofibromin 1
cytoplasm,NFE2L1,0.02134932536223149,Abnormal pattern of respiration,NFE2 like bZIP transcription factor 1
cytoplasm,NFE2L2,0.03553140722938723,Arthrogryposis syndrome,NFE2 like bZIP transcription factor 2
cytoplasm,NFKB1,0.01860221838625646,Arthrogryposis syndrome,nuclear factor kappa B subunit 1
cytoplasm,NFKBIA,0.02402269055450561,Arthrogryposis syndrome,NFKB inhibitor alpha
cytoplasm,NGF,0.11401492897528952,Arthrogryposis syndrome,nerve growth factor
cytoplasm,NGFR,0.03139211285691858,Arthrogryposis syndrome,nerve growth factor receptor
cytoplasm,NGLY1,0.25870589827929125,Intellectual disability,N-glycanase 1
cytoplasm,NGLY1,0.25870589827929125,Intellectual disability,N-glycanase 1
cytoplasm,NIN,0.036004469443383653,Intellectual disability,ninein
cytoplasm,NLGN1,0.11863513335378928,Intellectual disability,neuroligin 1
cytoplasm,NLGN1,0.1182655534991046,Intellectual disability,neuroligin 1
cytoplasm,NLGN3,0.4350607357777458,Intellectual disability,neuroligin 3
cytoplasm,NLGN3,0.41967845720862806,Intellectual disability,neuroligin 3
cytoplasm,NLRP3,0.06465685373456703,Arthrogryposis syndrome,NLR family pyrin domain containing 3
cytoplasm,NMNAT2,0.0306159951620807,Arthrogryposis syndrome,nicotinamide nucleotide adenylyltransferase 2
cytoplasm,NOD2,0.03967070160185589,Intellectual disability,nucleotide binding oligomerization domain containing 2
cytoplasm,NOS3,0.01523578461194548,Arthrogryposis syndrome,nitric oxide synthase 3
cytoplasm,NOTCH1,0.02492720186453178,Arthrogryposis syndrome,notch receptor 1
cytoplasm,NOTCH2,0.04048377728216223,Arthrogryposis syndrome,notch receptor 2
cytoplasm,NOTUM,0.03153255320169876,Arthrogryposis syndrome,"notum, palmitoleoyl-protein carboxylesterase"
cytoplasm,NOX3,0.03733495692024857,Intellectual disability,"NADPH oxidase 3"
cytoplasm,NPC1,0.11863513335378928,Intellectual disability,NPC intracellular cholesterol transporter 1
cytoplasm,NPC1,0.1182655534991046,Intellectual disability,NPC intracellular cholesterol transporter 1
cytoplasm,NPC1,0.01533756396941512,Arthrogryposis syndrome,NPC intracellular cholesterol transporter 1
cytoplasm,NPM1,0.01393110730019834,Arthrogryposis syndrome,nucleophosmin 1
cytoplasm,NPPA,0.02507673074881282,Arthrogryposis syndrome,natriuretic peptide A
cytoplasm,NPPB,0.03098650091590415,Arthrogryposis syndrome,natriuretic peptide B
cytoplasm,NPRL3,0.26609749537298527,Intellectual disability,"NPR3 like, GATOR1 complex subunit"
cytoplasm,NPRL3,0.26609749537298527,Intellectual disability,"NPR3 like, GATOR1 complex subunit"
cytoplasm,NPRL3,0.03944156209195137,Arthrogryposis syndrome,"NPR3 like, GATOR1 complex subunit"
cytoplasm,NPY,0.03543531646716921,Intellectual disability,neuropeptide Y
cytoplasm,NQO1,0.01394085291904953,Arthrogryposis syndrome,"NAD(P)H quinone dehydrogenase 1"
cytoplasm,NR0B1,0.04695142473914452,Intellectual disability,nuclear receptor subfamily 0 group B member 1
cytoplasm,NR1D1,0.01293529491396456,Arthrogryposis syndrome,nuclear receptor subfamily 1 group D member 1
cytoplasm,NR2F1,0.03272999193087719,Arthrogryposis syndrome,nuclear receptor subfamily 2 group F member 1
cytoplasm,NR2F2,0.03972983437860544,Arthrogryposis syndrome,nuclear receptor subfamily 2 group F member 2
cytoplasm,NR3C1,0.0831554673040579,Abnormal pattern of respiration,nuclear receptor subfamily 3 group C member 1
cytoplasm,NR3C1,0.03455242084133417,Arthrogryposis syndrome,nuclear receptor subfamily 3 group C member 1
cytoplasm,NR3C2,0.01035333663392126,Arthrogryposis syndrome,nuclear receptor subfamily 3 group C member 2
cytoplasm,NR4A1,0.0472922594940204,Arthrogryposis syndrome,nuclear receptor subfamily 4 group A member 1
cytoplasm,NR4A2,0.2522784108476384,Abnormal pattern of respiration,nuclear receptor subfamily 4 group A member 2
cytoplasm,NR4A2,0.01663109346081158,Arthrogryposis syndrome,nuclear receptor subfamily 4 group A member 2
cytoplasm,NRG1,0.06095614121107121,Intellectual disability,neuregulin 1
cytoplasm,NRGN,0.01891016923136724,Arthrogryposis syndrome,neurogranin
cytoplasm,NRROS,0.04644694823749989,Intellectual disability,negative regulator of reactive oxygen species
cytoplasm,NRSN1,0.03211648937210059,Intellectual disability,neurensin 1
cytoplasm,NSDHL,0.1273251876702756,Intellectual disability,"NAD(P) dependent steroid dehydrogenase-like"
cytoplasm,NSDHL,0.1182655534991046,Intellectual disability,"NAD(P) dependent steroid dehydrogenase-like"
cytoplasm,NSDHL,0.11087395640541052,Arthrogryposis syndrome,"NAD(P) dependent steroid dehydrogenase-like"
cytoplasm,NSF,0.01863587298881726,Abnormal pattern of respiration,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
cytoplasm,NSUN2,0.13951639514347491,Intellectual disability,NOP2/Sun RNA methyltransferase 2
cytoplasm,NSUN2,0.2194380387190417,Intellectual disability,NOP2/Sun RNA methyltransferase 2
cytoplasm,NTRK1,0.1182655534991046,Intellectual disability,neurotrophic receptor tyrosine kinase 1
cytoplasm,NTRK1,0.1182655534991046,Intellectual disability,neurotrophic receptor tyrosine kinase 1
cytoplasm,NTRK2,0.26609749537298527,Intellectual disability,neurotrophic receptor tyrosine kinase 2
cytoplasm,NTRK2,0.26609749537298527,Intellectual disability,neurotrophic receptor tyrosine kinase 2
cytoplasm,NTRK2,0.01478319418738807,Arthrogryposis syndrome,neurotrophic receptor tyrosine kinase 2
cytoplasm,NUDT2,0.3326218692162316,Intellectual disability,nudix hydrolase 2
cytoplasm,NUDT2,0.3326218692162316,Intellectual disability,nudix hydrolase 2
cytoplasm,NUP133,0.11087395640541052,Intellectual disability,nucleoporin 133
cytoplasm,NUP133,0.11087395640541052,Intellectual disability,nucleoporin 133
cytoplasm,NUP153,0.03547966604973137,Intellectual disability,nucleoporin 153
cytoplasm,NUP88,0.5952494203980105,Arthrogryposis syndrome,nucleoporin 88
cytoplasm,NUS1,0.1182655534991046,Intellectual disability,NUS1 dehydrodolichyl diphosphate synthase subunit
cytoplasm,NUS1,0.1182655534991046,Intellectual disability,NUS1 dehydrodolichyl diphosphate synthase subunit
cytoplasm,OBSCN,0.06613816289510081,Arthrogryposis syndrome,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
cytoplasm,OCRL,0.11189030100579346,Intellectual disability,OCRL inositol polyphosphate-5-phosphatase
cytoplasm,OCRL,0.11087395640541052,Intellectual disability,OCRL inositol polyphosphate-5-phosphatase
cytoplasm,OGT,0.637431815669991,Intellectual disability,O-linked N-acetylglucosamine (GlcNAc) transferase
cytoplasm,OPHN1,0.0114044513624495,Intellectual disability,oligophrenin 1
cytoplasm,OPRD1,0.04858496769685089,Intellectual disability,opioid receptor delta 1
cytoplasm,OPRM1,0.0343265769031151,Intellectual disability,opioid receptor mu 1
cytoplasm,OPRM1,0.04157773365202895,Abnormal pattern of respiration,opioid receptor mu 1
cytoplasm,OS9,0.03219040534303753,Arthrogryposis syndrome,OS9 endoplasmic reticulum lectin
cytoplasm,OSBP,0.03547966604973137,Intellectual disability,oxysterol binding protein
cytoplasm,OSTM1,0.04259407825241189,Arthrogryposis syndrome,osteoclastogenesis associated transmembrane protein 1
cytoplasm,OTUD6B,0.4794272003826548,Intellectual disability,OTU deubiquitinase 6B
cytoplasm,OTUD6B,0.4794272003826548,Intellectual disability,OTU deubiquitinase 6B
cytoplasm,OXCT2,0.1581697263454678,Abnormal pattern of respiration,3-oxoacid CoA-transferase 2
cytoplasm,P3H1,0.03233084568781771,Arthrogryposis syndrome,prolyl 3-hydroxylase 1
cytoplasm,P4HTM,0.3088045008032175,Intellectual disability,"prolyl 4-hydroxylase, transmembrane"
cytoplasm,P4HTM,0.3088045008032175,Intellectual disability,"prolyl 4-hydroxylase, transmembrane"
cytoplasm,PABPC1,0.05811275412741352,Intellectual disability,poly(A) binding protein cytoplasmic 1
cytoplasm,PABPC1,0.1383142894338075,Intellectual disability,poly(A) binding protein cytoplasmic 1
cytoplasm,PABPN1,0.0533090831781512,Arthrogryposis syndrome,poly(A) binding protein nuclear 1
cytoplasm,PACS1,0.3400134663099256,Intellectual disability,phosphofurin acidic cluster sorting protein 1
cytoplasm,PACS1,0.4545832212621832,Intellectual disability,phosphofurin acidic cluster sorting protein 1
cytoplasm,PACS2,0.26609749537298527,Intellectual disability,phosphofurin acidic cluster sorting protein 2
cytoplasm,PACS2,0.26609749537298527,Intellectual disability,phosphofurin acidic cluster sorting protein 2
cytoplasm,PAFAH1B1,0.47360289563567926,Intellectual disability,platelet activating factor acetylhydrolase 1b regulatory subunit 1
cytoplasm,PAFAH1B1,0.47306221399641835,Intellectual disability,platelet activating factor acetylhydrolase 1b regulatory subunit 1
cytoplasm,PAH,0.11124353626009524,Intellectual disability,phenylalanine hydroxylase
cytoplasm,PAH,0.11087395640541052,Intellectual disability,phenylalanine hydroxylase
cytoplasm,PAK1,0.1182655534991046,Intellectual disability,p21 (RAC1) activated kinase 1
cytoplasm,PAK1,0.1182655534991046,Intellectual disability,p21 (RAC1) activated kinase 1
cytoplasm,PAK3,0.5311364805578226,Intellectual disability,p21 (RAC1) activated kinase 3
cytoplasm,PAK3,0.4299527771688627,Intellectual disability,p21 (RAC1) activated kinase 3
cytoplasm,PAPPA2,0.03104470779351495,Arthrogryposis syndrome,pappalysin 2
cytoplasm,PARD3,0.0205732785774484,Arthrogryposis syndrome,par-3 family cell polarity regulator
cytoplasm,PARD3B,0.03550630478817813,Intellectual disability,par-3 family cell polarity regulator beta
cytoplasm,PATE4,0.03547966604973137,Intellectual disability,prostate and testis expressed 4
cytoplasm,PAX6,0.06661574219621004,Arthrogryposis syndrome,paired box 6
cytoplasm,PBXIP1,0.04091988151069018,Arthrogryposis syndrome,PBX homeobox interacting protein 1
cytoplasm,PCNT,0.03051251280276898,Arthrogryposis syndrome,pericentrin
cytoplasm,PCSK5,0.06187879740882164,Arthrogryposis syndrome,proprotein convertase subtilisin/kexin type 5
cytoplasm,PDE11A,0.03104470779351495,Intellectual disability,phosphodiesterase 11A
cytoplasm,PDE1A,0.05001893753302754,Intellectual disability,phosphodiesterase 1A
cytoplasm,PDE1B,0.0432408429981101,Intellectual disability,phosphodiesterase 1B
cytoplasm,PDE2A,0.3400134663099256,Intellectual disability,phosphodiesterase 2A
cytoplasm,PDE3A,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 3A
cytoplasm,PDE3B,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 3B
cytoplasm,PDE4A,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 4A
cytoplasm,PDE4B,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 4B
cytoplasm,PDE4C,0.03547966604973137,Intellectual disability,phosphodiesterase 4C
cytoplasm,PDE4C,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 4C
cytoplasm,PDE4D,0.11828010994864412,Intellectual disability,phosphodiesterase 4D
cytoplasm,PDE4D,0.1182655534991046,Intellectual disability,phosphodiesterase 4D
cytoplasm,PDE4D,0.07391597093694036,Abnormal pattern of respiration,phosphodiesterase 4D
cytoplasm,PDE4DIP,0.04474872880522369,Intellectual disability,phosphodiesterase 4D interacting protein
cytoplasm,PDGFRA,0.0311666691455609,Arthrogryposis syndrome,platelet derived growth factor receptor alpha
cytoplasm,PDGFRB,0.04031412672006904,Arthrogryposis syndrome,platelet derived growth factor receptor beta
cytoplasm,PDHA1,0.1182655534991046,Intellectual disability,pyruvate dehydrogenase E1 subunit alpha 1
cytoplasm,PDHA1,0.1182655534991046,Intellectual disability,pyruvate dehydrogenase E1 subunit alpha 1
cytoplasm,PDIA3,0.25870589827929125,Intellectual disability,protein disulfide isomerase family A member 3
cytoplasm,PDIA3,0.25870589827929125,Intellectual disability,protein disulfide isomerase family A member 3
cytoplasm,PDLIM3,0.03459267439848809,Arthrogryposis syndrome,PDZ and LIM domain 3
cytoplasm,PDPN,0.03868761918839459,Arthrogryposis syndrome,podoplanin
cytoplasm,PDS5A,0.03227171291106816,Arthrogryposis syndrome,PDS5 cohesin associated factor A
cytoplasm,PDS5B,0.05221965398341885,Arthrogryposis syndrome,PDS5 cohesin associated factor B
cytoplasm,PECAM1,0.01459949814750929,Arthrogryposis syndrome,platelet and endothelial cell adhesion molecule 1
cytoplasm,PER1,0.03479963911711152,Intellectual disability,period circadian regulator 1
cytoplasm,PEX2,0.1607353511750084,Abnormal pattern of respiration,peroxisomal biogenesis factor 2
cytoplasm,PEX7,0.11087395640541052,Intellectual disability,peroxisomal biogenesis factor 7
cytoplasm,PEX7,0.11087395640541052,Intellectual disability,peroxisomal biogenesis factor 7
cytoplasm,PGAP2,0.3695798546847018,Intellectual disability,post-GPI attachment to proteins 2
cytoplasm,PGAP3,0.3400134663099256,IHPRF,post-GPI attachment to proteins phospholipase 3
cytoplasm,PHEX,0.06428641423496777,Arthrogryposis syndrome,phosphate regulating endopeptidase homolog X-linked
cytoplasm,PHLPP1,0.1182655534991046,Intellectual disability,PH domain and leucine rich repeat protein phosphatase 1
cytoplasm,PHLPP1,0.1182655534991046,Intellectual disability,PH domain and leucine rich repeat protein phosphatase 1
cytoplasm,PHOSPHO1,0.05494422190792177,Arthrogryposis syndrome,phosphoethanolamine/phosphocholine phosphatase 1
cytoplasm,PIDD1,0.3400134663099256,Intellectual disability,p53-induced death domain protein 1
cytoplasm,PIDD1,0.3400134663099256,Intellectual disability,p53-induced death domain protein 1
cytoplasm,PIGA,0.14598404260045722,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class A
cytoplasm,PIGA,0.14598404260045722,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class A
cytoplasm,PIGN,0.1182655534991046,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class N
cytoplasm,PIGN,0.1182655534991046,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class N
cytoplasm,PIGO,0.11087395640541052,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class O
cytoplasm,PIGO,0.11087395640541052,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class O
cytoplasm,PIGV,0.03139211285691857,Arthrogryposis syndrome,phosphatidylinositol glycan anchor biosynthesis class V
cytoplasm,PIGW,0.01108739564054105,Intellectual disability,phosphatidylinositol glycan anchor biosynthesis class W
cytoplasm,PIK3CA,0.06014830829624296,Arthrogryposis syndrome,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
cytoplasm,PIK3R2,0.3400134663099256,Intellectual disability,phosphoinositide-3-kinase regulatory subunit 2
cytoplasm,PIK3R2,0.3400134663099256,Intellectual disability,phosphoinositide-3-kinase regulatory subunit 2
cytoplasm,PIM1,0.04508874227153361,Arthrogryposis syndrome,"Pim-1 proto-oncogene, serine/threonine kinase"
cytoplasm,PIM3,0.02587058982792912,Arthrogryposis syndrome,"Pim-3 proto-oncogene, serine/threonine kinase"
cytoplasm,PIP4K2C,0.03547966604973137,Intellectual disability,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
cytoplasm,PIP5K1C,0.5145161840242704,Arthrogryposis syndrome,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
cytoplasm,PITX1,0.24753314769085696,Abnormal pattern of respiration,paired like homeodomain 1
cytoplasm,PITX1,0.06684114561857142,Arthrogryposis syndrome,paired like homeodomain 1
cytoplasm,PKD1,0.07312806194980756,Arthrogryposis syndrome,"polycystin 1, transient receptor potential channel interacting"
cytoplasm,PKD2,0.03139950445401226,Arthrogryposis syndrome,"polycystin 2, transient receptor potential cation channel"
cytoplasm,PKDCC,0.04673337262488054,Arthrogryposis syndrome,"protein kinase domain containing, cytoplasmic"
cytoplasm,PLA2G6,0.02679453946464087,Arthrogryposis syndrome,phospholipase A2 group VI
cytoplasm,PLAUR,0.03462224078686286,Intellectual disability,"plasminogen activator, urokinase receptor"
cytoplasm,PLBD2,0.04967153246962393,Intellectual disability,phospholipase B domain containing 2
cytoplasm,PLCB1,0.03104470779351495,Intellectual disability,phospholipase C beta 1
cytoplasm,PLEKHA3,0.0413929437246866,Intellectual disability,pleckstrin homology domain containing A3
cytoplasm,PLG,0.01808908598754272,Arthrogryposis syndrome,plasminogen
cytoplasm,PLK1,0.02169228424857708,Arthrogryposis syndrome,polo like kinase 1
cytoplasm,PLOD1,0.5643389426612372,Arthrogryposis syndrome,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
cytoplasm,PMM2,0.42501683288740705,Intellectual disability,phosphomannomutase 2
cytoplasm,PMM2,0.42501683288740705,Intellectual disability,phosphomannomutase 2
cytoplasm,PMS2,0.0206964718623433,Arthrogryposis syndrome,"PMS1 homolog 2, mismatch repair system component"
cytoplasm,PNCK,0.03547966604973137,Intellectual disability,pregnancy up-regulated nonubiquitous CaM kinase
cytoplasm,PNKP,0.3400134663099256,Intellectual disability,polynucleotide kinase 3'-phosphatase
cytoplasm,PNKP,0.3400134663099256,Intellectual disability,polynucleotide kinase 3'-phosphatase
cytoplasm,PNPLA6,0.04474872880522369,Intellectual disability,patatin like phospholipase domain containing 6
cytoplasm,POC5,0.20710081267216415,Abnormal pattern of respiration,POC5 centriolar protein
cytoplasm,POGZ,0.513477614815216,Intellectual disability,pogo transposable element derived with ZNF domain
cytoplasm,POGZ,0.6062345223936654,Intellectual disability,pogo transposable element derived with ZNF domain
cytoplasm,POLD1,0.25870589827929125,Intellectual disability,"DNA polymerase delta 1, catalytic subunit"
cytoplasm,POLD1,0.25870589827929125,Intellectual disability,"DNA polymerase delta 1, catalytic subunit"
cytoplasm,POLG,0.32469035869537055,Intellectual disability,"DNA polymerase gamma, catalytic subunit"
cytoplasm,POLG,0.32469035869537055,Intellectual disability,"DNA polymerase gamma, catalytic subunit"
cytoplasm,POLR2F,0.1182655534991046,Intellectual disability,"RNA polymerase II, I and III subunit F"
cytoplasm,POLR2F,0.1182655534991046,Intellectual disability,"RNA polymerase II, I and III subunit F"
cytoplasm,POLR2L,0.04967153246962393,Intellectual disability,"RNA polymerase II, I and III subunit L"
cytoplasm,POLR3G,0.09839958422682953,Abnormal pattern of respiration,RNA polymerase III subunit G
cytoplasm,POMGNT1,0.26609749537298527,Intellectual disability,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
cytoplasm,POMGNT1,0.26609749537298527,Intellectual disability,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
cytoplasm,POMK,0.03100774980804648,Intellectual disability,protein O-mannose kinase
cytoplasm,POMT1,0.11158488432032486,Intellectual disability,protein O-mannosyltransferase 1
cytoplasm,POMT1,0.11087395640541052,Intellectual disability,protein O-mannosyltransferase 1
cytoplasm,POMT2,0.1392392102524614,Intellectual disability,protein O-mannosyltransferase 2
cytoplasm,POMT2,0.13859244550676317,Intellectual disability,protein O-mannosyltransferase 2
cytoplasm,PORCN,0.05469730518798213,Arthrogryposis syndrome,porcupine O-acyltransferase
cytoplasm,POSTN,0.06227235761509883,Arthrogryposis syndrome,periostin
cytoplasm,POU4F3,0.03437831808277095,Arthrogryposis syndrome,POU class 4 homeobox 3
cytoplasm,PPARG,0.01417194395279676,Arthrogryposis syndrome,peroxisome proliferator activated receptor gamma
cytoplasm,PPFIA3,0.03479963911711152,Intellectual disability,PTPRF interacting protein alpha 3
cytoplasm,PPIB,0.04987849718824735,Arthrogryposis syndrome,peptidylprolyl isomerase B
cytoplasm,PPIG,0.01129347777984033,Arthrogryposis syndrome,peptidylprolyl isomerase G
cytoplasm,PPM1F,0.0413929437246866,Intellectual disability,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
cytoplasm,PPP1R15A,0.02440007265056699,Arthrogryposis syndrome,protein phosphatase 1 regulatory subunit 15A
cytoplasm,PPP1R42,0.035080519806671893,Arthrogryposis syndrome,protein phosphatase 1 regulatory subunit 42
cytoplasm,PPP2R1A,0.6021840172724618,Intellectual disability,protein phosphatase 2 scaffold subunit Aalpha
cytoplasm,PPP2R1A,0.3991462430594779,Intellectual disability,protein phosphatase 2 scaffold subunit Aalpha
cytoplasm,PPP2R5C,0.26609749537298527,Intellectual disability,protein phosphatase 2 regulatory subunit B'gamma
cytoplasm,PPP2R5C,0.26609749537298527,Intellectual disability,protein phosphatase 2 regulatory subunit B'gamma
cytoplasm,PPP2R5D,0.6487052415929153,Intellectual disability,protein phosphatase 2 regulatory subunit B'delta
cytoplasm,PPP2R5D,0.4989328038243474,Intellectual disability,protein phosphatase 2 regulatory subunit B'delta
